,age,gender,birthCountry,raisedCountry,placeResidence,education,houseLanguage,preferLanguage,partNum,date,expName,OS,session,block,expWord,wd_int_syl_str,tar_syl_str,tar_syl,wd_status,matching,lemma,first_3,fillerCarrier,segResp,segRespCorr,segRespRT,exp_pres_order,corrAns
360,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block51,salchicha,CVC,CV,mo,word,mismatch,mon,sal,filler04,,1.0,,9.0,None
362,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,palmera,CVC,CV,pa,word,mismatch,pal,pal,critical,b,1.0,0.8482049999999999,0.0,b
363,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,conducta,CVC,CV,pa,word,mismatch,pal,con,filler03,,1.0,,1.0,None
364,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,gorguera,CVC,CV,pa,word,mismatch,pal,gor,filler01,,1.0,,2.0,None
365,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,vivero,CV,CV,pa,word,match,pal,viv,filler04,,1.0,,3.0,None
366,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,giralda,CV,CV,pa,word,match,pal,gir,filler09,,1.0,,4.0,None
367,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,cigarra,CV,CV,pa,word,match,pal,cig,filler08,,1.0,,5.0,None
368,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,fortuna,CVC,CV,pa,word,mismatch,pal,for,filler05,,1.0,,6.0,None
369,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,tijera,CV,CV,pa,word,match,pal,tij,filler02,,1.0,,7.0,None
370,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,regata,CV,CV,pa,word,match,pal,reg,filler07,,1.0,,8.0,None
371,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block59,cornada,CVC,CV,pa,word,mismatch,pal,cor,filler06,,1.0,,9.0,None
373,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block04,baldosa,CVC,CVC,bal,word,match,bal,bal,critical,b,1.0,0.481375,0.0,b
374,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block04,remanso,CV,CVC,bal,word,mismatch,bal,rem,filler06,,1.0,,1.0,None
375,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block04,vergüenza,CVC,CVC,bal,word,match,bal,ver,filler04,,1.0,,2.0,None
376,34,Hombre,Estados Unidos,Estados Unidos,Estados Unidos,Un poco de escuela graduada,inglés,inglés,596e1af7a09655000197d4bb,2020-07-23_15h29.28.891,lemma_segmentation,Win32,5f19f267cbf55f0b37ec3bac,block04,mortaja,CVC,CVC,bal,word,match,bal,mor,filler02,,1.0,,3.0,None
